time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),weathercode (wmo code),surface_pressure (hPa),cloudcover (%),windspeed_10m (m/s)
2020-01-07T00:00,18.8,85,0,0,1000.2,8,1.75
2020-01-07T01:00,19.4,84,0,1,1000.2,24,1.49
2020-01-07T02:00,18.6,89,0,1,1000,41,0.94
2020-01-07T03:00,19,87,0,2,999.8,58,0.67
2020-01-07T04:00,19.3,86,0,2,999.8,75,0.76
2020-01-07T05:00,19.5,84,0,3,999.7,82,0.89
2020-01-07T06:00,19,87,0,2,1000,77,0.78
2020-01-07T07:00,18.9,87,0,2,1000.5,68,0.94
2020-01-07T08:00,19.4,87,0,2,1001,61,1.04
2020-01-07T09:00,20.5,83,0,2,1001.8,52,0.72
2020-01-07T10:00,24.5,65,0,1,1002.4,39,1.1
2020-01-07T11:00,25.4,61,0.1,51,1002.1,51,2.55
2020-01-07T12:00,25,64,0,2,1001.3,54,3.35
2020-01-07T13:00,27.1,54,0.1,51,999.6,46,3.3
2020-01-07T14:00,27.7,51,0,2,999,62,3.11
2020-01-07T15:00,27.9,52,0,2,998.7,76,3.18
2020-01-07T16:00,27.4,53,0,1,998.6,47,2.83
2020-01-07T17:00,27,55,0,1,998.8,28,1.84
2020-01-07T18:00,23,73,0,0,998.7,4,1.36
2020-01-07T19:00,23.6,71,0,0,998.7,1,1.13
2020-01-07T20:00,21.7,80,0,0,999.3,4,1.04
2020-01-07T21:00,21,84,0,0,999.8,14,0.81
2020-01-07T22:00,21.7,80,0,2,1000.6,58,0.92
2020-01-07T23:00,21.9,75,0,1,1001.2,41,1.27
2020-01-08T00:00,20.6,74,0,1,1001.6,33,1.75
2020-01-08T01:00,19.3,70,0,1,1001.8,26,2.75
2020-01-08T02:00,18.5,67,0,1,1002.3,25,3.2
2020-01-08T03:00,18,66,0,1,1002.4,29,3.36
2020-01-08T04:00,16.9,67,0,1,1002.5,22,3.4
2020-01-08T05:00,16.6,70,0,0,1002.8,20,3.53
2020-01-08T06:00,15.7,65,0,0,1002.8,19,3.58
2020-01-08T07:00,15.3,70,0,0,1003.7,16,3.8
2020-01-08T08:00,15.8,71,0,0,1004.5,18,4.03
2020-01-08T09:00,16.5,69,0,0,1005.2,14,4.48
2020-01-08T10:00,19.7,52,0,0,1005.6,2,4.35
2020-01-08T11:00,20.2,50,0,0,1004.8,1,4.22
2020-01-08T12:00,20.9,49,0,0,1003.6,0,3.72
2020-01-08T13:00,23.6,42,0,0,1002.4,0,3.22
2020-01-08T14:00,24.2,43,0,0,1001.2,1,2.61
2020-01-08T15:00,24.5,43,0,0,1000.9,0,2.19
2020-01-08T16:00,24.4,45,0,0,1000.5,5,1.97
2020-01-08T17:00,24.3,46,0,0,1000.7,11,1.22
2020-01-08T18:00,19.1,64,0,0,1000.7,1,2.12
2020-01-08T19:00,18.6,65,0,0,1000.8,1,2.25
2020-01-08T20:00,17.7,68,0,0,1001.1,0,1.94
2020-01-08T21:00,17.3,71,0,0,1001.3,0,1.57
2020-01-08T22:00,15.4,82,0,0,1001.7,2,1.53
2020-01-08T23:00,14.6,89,0,0,1001.6,18,1.3
2020-01-09T00:00,14.7,89,0,1,1001.4,46,1.4
2020-01-09T01:00,14,93,0,2,1000.8,51,1.41
2020-01-09T02:00,13.9,95,0,2,1000.6,55,1.2
2020-01-09T03:00,13.7,96,0,2,1000.4,69,1
2020-01-09T04:00,13.3,97,0,3,1000.7,86,1.02
2020-01-09T05:00,14.4,93,0,2,1000.8,77,1.1
2020-01-09T06:00,15.7,89,0,2,1001.3,64,1.1
2020-01-09T07:00,15.5,89,0,3,1001.9,90,1.3
2020-01-09T08:00,15.7,86,0,3,1002.1,100,1.5
2020-01-09T09:00,16.3,77,0,3,1002.7,100,1.3
2020-01-09T10:00,20.3,52,0,3,1003.3,100,1.2
2020-01-09T11:00,20,51,0,3,1002.8,100,1.43
2020-01-09T12:00,20.5,51,0,3,1001.6,89,1.78
2020-01-09T13:00,23.5,44,0,2,1001,77,1.53
2020-01-09T14:00,23.8,45,0,3,999.9,85,1.53
2020-01-09T15:00,23.6,46,0,2,999.5,79,1.7
2020-01-09T16:00,23.6,49,0,1,999.2,45,1.9
2020-01-09T17:00,23.3,50,0,1,999.1,40,1.81
2020-01-09T18:00,20.9,60,0,3,999.6,89,1.3
2020-01-09T19:00,20,64,0,2,999.5,66,1.22
2020-01-09T20:00,19.4,67,0,2,999.7,59,1.43
2020-01-09T21:00,18.2,73,0,1,999.6,47,1.3
2020-01-09T22:00,17.2,79,0,1,999.6,41,1.42
2020-01-09T23:00,17.2,79,0,2,999.7,50,1.17
2020-01-10T00:00,16.1,85,0,1,999.5,50,1.25
2020-01-10T01:00,16.6,83,0,1,999.3,50,1.3
2020-01-10T02:00,16.4,85,0,2,999.4,50,0.92
2020-01-10T03:00,16,86,0,1,999.5,44,1.14
2020-01-10T04:00,15.8,87,0,2,999.7,59,0.63
2020-01-10T05:00,15,91,0,2,999.4,57,0.89
2020-01-10T06:00,16.6,83,0,2,999.9,51,1.08
2020-01-10T07:00,16,87,0,1,1000.1,40,1.22
2020-01-10T08:00,16.9,82,0,1,1000.5,39,1.3
2020-01-10T09:00,18.1,76,0,1,1001,36,0.92
2020-01-10T10:00,22.2,58,0,1,1001.3,27,0.92
2020-01-10T11:00,23,57,0,1,1001,28,0.94
2020-01-10T12:00,24,54,0,1,999.9,32,1.12
2020-01-10T13:00,26.4,46,0,3,998.6,82,2.06
2020-01-10T14:00,26.1,46,0,3,997.5,100,2.37
2020-01-10T15:00,26,46,0,3,997,100,2.42
2020-01-10T16:00,25.8,47,0,3,996.6,100,2.2
2020-01-10T17:00,25.5,49,0,3,996.8,99,1.5
2020-01-10T18:00,21.8,63,0,3,996.9,86,1.56
2020-01-10T19:00,21.2,66,0,1,997,27,1.57
2020-01-10T20:00,20,71,0,1,997.4,20,1.53
2020-01-10T21:00,19.2,76,0,1,998,29,2.01
2020-01-10T22:00,18.2,83,0,1,998.2,27,1.57
2020-01-10T23:00,17.4,88,0,1,998.2,36,1.36
2020-01-11T00:00,16.7,91,0,1,997.9,23,1.14
2020-01-11T01:00,15.6,97,0,1,997.6,22,1.13
2020-01-11T02:00,15.6,97,0,1,997.9,36,1.48
2020-01-11T03:00,15.6,97,0,1,997.8,36,1.4
2020-01-11T04:00,15.1,97,0,1,997.7,37,1.33
2020-01-11T05:00,15.5,97,0,2,998.1,53,0.82
2020-01-11T06:00,16.8,93,0,3,998.1,100,0.45
2020-01-11T07:00,16.9,92,0,3,999.2,100,0.5
2020-01-11T08:00,17.3,87,0,3,999.2,89,1.17
2020-01-11T09:00,18.1,79,0,2,1000,68,1.52
2020-01-11T10:00,19.9,64,0,1,1000.3,26,1.97
2020-01-11T11:00,20.7,59,0,1,1000.3,25,2.33
2020-01-11T12:00,21,57,0,1,999.4,30,2.7
2020-01-11T13:00,21.5,52,0,1,998.3,35,3.01
2020-01-11T14:00,20.6,53,0,1,997.6,36,3.61
2020-01-11T15:00,19.6,54,0,1,997.5,47,4.3
2020-01-11T16:00,17,60,0,1,997.8,39,4.82
2020-01-11T17:00,15.4,63,0,1,998.9,32,5.04
2020-01-11T18:00,14.3,62,0,1,998.9,49,3.98
2020-01-11T19:00,13.4,67,0,2,1000,72,4.41
2020-01-11T20:00,13.1,69,0,3,1000.5,100,4.49
2020-01-11T21:00,13.5,69,0,2,1001.1,74,4.18
2020-01-11T22:00,13,67,0,2,1001.2,74,4.05
2020-01-11T23:00,13.1,66,0,3,1001.5,94,4.44
2020-01-12T00:00,12.8,67,0,3,1001.4,100,4.65
2020-01-12T01:00,12.1,67,0,3,1001.1,100,4.07
2020-01-12T02:00,11.9,67,0,0,1001.1,15,3.99
2020-01-12T03:00,11.7,67,0,1,1001.4,24,4.1
2020-01-12T04:00,10.7,69,0,1,1001.7,49,4.73
2020-01-12T05:00,10,72,0,1,1002,42,4.71
2020-01-12T06:00,9.4,76,0,1,1002.3,21,3.92
2020-01-12T07:00,9.6,75,0,1,1002.9,39,4.21
2020-01-12T08:00,10.1,73,0,1,1003.4,47,4.81
2020-01-12T09:00,10.7,70,0,1,1003.6,37,4.94
2020-01-12T10:00,12.8,59,0,1,1003.8,26,4.61
2020-01-12T11:00,13.7,56,0,1,1003.1,21,4.3
2020-01-12T12:00,14.4,54,0,1,1001.7,23,3.89
2020-01-12T13:00,16.8,48,0,0,1000.4,18,3.31
2020-01-12T14:00,17.3,47,0,0,999,19,3
2020-01-12T15:00,17.2,48,0,1,998.7,33,2.51
2020-01-12T16:00,17,49,0,1,998.3,39,2.38
2020-01-12T17:00,16.6,50,0,1,998.5,43,2.33
2020-01-12T18:00,15.1,56,0,1,998.7,36,1.4
2020-01-12T19:00,15.3,54,0,1,999.5,32,1.53
2020-01-12T20:00,14.5,56,0,1,1000.2,31,1.68
2020-01-12T21:00,14.3,55,0,1,1000.5,36,1.71
2020-01-12T22:00,13,59,0,1,1000.9,26,1.71
2020-01-12T23:00,12.6,58,0,0,1001,18,1.57
2020-01-13T00:00,11.9,59,0,1,1001.3,26,1.52
2020-01-13T01:00,12,57,0,1,1001.1,26,1.65
2020-01-13T02:00,12.3,55,0,1,1001.7,41,1.71
2020-01-13T03:00,12.4,53,0,1,1001.7,40,1.77
2020-01-13T04:00,12.1,54,0,1,1001.8,32,1.57
2020-01-13T05:00,12.1,54,0,0,1001.7,11,1.42
2020-01-13T06:00,10.6,61,0,0,1001.8,15,1.2
2020-01-13T07:00,10.3,63,0,0,1002.1,17,1.42
2020-01-13T08:00,10.9,61,0,1,1002.5,23,1.98
2020-01-13T09:00,11.7,62,0,1,1002.9,26,2
2020-01-13T10:00,15.1,52,0,1,1002.8,35,1.88
2020-01-13T11:00,16.2,54,0,0,1002.7,5,1.49
2020-01-13T12:00,16.9,53,0,0,1001.1,1,0.76
2020-01-13T13:00,19.4,49,0,0,1000.1,3,1.04
2020-01-13T14:00,19.5,49,0,0,998.8,2,1.43
2020-01-13T15:00,19.5,49,0,0,998.2,12,1.5
2020-01-13T16:00,19.9,53,0,1,998.5,26,1.7
2020-01-13T17:00,19.7,52,0,0,998.7,20,1.7
2020-01-13T18:00,16.3,68,0,1,999.1,31,1.75
2020-01-13T19:00,15.9,69,0,1,999.6,24,1.92
2020-01-13T20:00,15,73,0,1,999.9,24,1.75
2020-01-13T21:00,14.5,76,0,1,1000.3,38,1.14
2020-01-13T22:00,13.8,79,0,2,1001,51,0.92
2020-01-13T23:00,13.1,83,0,2,1001.6,53,1.02
2020-01-14T00:00,13.3,85,0,1,1001.8,47,1.12
2020-01-14T01:00,12.4,90,0,1,1001.7,43,1.08
2020-01-14T02:00,13.1,88,0,1,1002.2,38,1.08
2020-01-14T03:00,13.4,85,0,2,1002.1,65,1.27
2020-01-14T04:00,12.4,89,0,1,1002.8,43,1.28
2020-01-14T05:00,12.6,87,0,0,1002.2,9,1.44
2020-01-14T06:00,12.2,88,0,0,1002.4,4,1.39
2020-01-14T07:00,12.3,85,0,0,1002.9,8,1.42
2020-01-14T08:00,13.2,78,0,0,1003.6,12,1.84
2020-01-14T09:00,14.5,69,0,0,1003.9,5,1.94
2020-01-14T10:00,17.7,55,0,0,1004.2,5,2.34
2020-01-14T11:00,18.5,53,0,0,1003.7,4,2.48
2020-01-14T12:00,19.3,52,0,0,1002.3,14,2.5
2020-01-14T13:00,20.7,47,0,1,1001.3,24,2.39
2020-01-14T14:00,21.5,45,0,1,1000.2,24,2.33
2020-01-14T15:00,21.9,45,0,0,999.9,12,2.44
2020-01-14T16:00,21.4,46,0,0,999.9,14,2.44
2020-01-14T17:00,21,46,0,0,1000.4,17,2.82
2020-01-14T18:00,17.8,55,0,0,1000.4,12,1.9
2020-01-14T19:00,17.3,55,0,0,1000.8,19,1.87
2020-01-14T20:00,16.5,56,0,0,1001.3,14,1.9
2020-01-14T21:00,15.8,57,0,0,1001.5,14,1.79
2020-01-14T22:00,14.8,61,0,0,1001.8,12,1.56
2020-01-14T23:00,14.4,63,0,0,1001.7,3,1.42
2020-01-15T00:00,13.7,67,0,0,1001.9,4,1.42
2020-01-15T01:00,12.8,71,0,0,1001.9,6,1.35
2020-01-15T02:00,13.1,70,0,0,1001.9,6,1.27
2020-01-15T03:00,13.6,70,0,0,1002.1,12,1.28
2020-01-15T04:00,12.9,76,0,1,1001.9,26,1.27
2020-01-15T05:00,12.5,80,0,1,1002.1,30,1.17
2020-01-15T06:00,11.6,81,0,1,1002.8,30,1.26
2020-01-15T07:00,12.3,81,0,1,1003.5,37,1.51
2020-01-15T08:00,13.3,79,0,1,1003.8,34,1.08
2020-01-15T09:00,14,79,0,1,1004.3,30,1.3
2020-01-15T10:00,18.1,63,0,0,1003.8,4,2.01
2020-01-15T11:00,19.4,60,0,0,1003,1,2.05
2020-01-15T12:00,20.4,57,0,0,1001.6,1,1.71
2020-01-15T13:00,24.8,46,0,0,1000.5,1,2.2
2020-01-15T14:00,24.3,47,0,0,999,5,2.71
2020-01-15T15:00,23.9,50,0,1,998.6,23,3.44
2020-01-15T16:00,22.7,60,0,2,998.2,76,3.77
2020-01-15T17:00,22.2,63,0,3,998.6,81,3
2020-01-15T18:00,20.6,68,0,2,998.7,67,2.45
2020-01-15T19:00,19.5,75,0,2,999.2,77,2.06
2020-01-15T20:00,18.4,81,0,3,999.7,85,1.52
2020-01-15T21:00,18.2,82,0,3,1000.3,86,1.44
2020-01-15T22:00,17.7,85,0,3,1000.6,82,1.35
2020-01-15T23:00,17.3,87,0,2,1000.6,72,1.28
2020-01-16T00:00,17,88,0,2,1000.9,64,1.17
2020-01-16T01:00,16.5,91,0,2,1000.9,56,1.3
2020-01-16T02:00,15.9,93,0,2,1000.8,51,1.25
2020-01-16T03:00,15.8,93,0,1,1000.7,50,1.17
2020-01-16T04:00,15.2,95,0,1,1000.4,39,1.3
2020-01-16T05:00,15.1,94,0,1,1000.3,39,1.26
2020-01-16T06:00,15.1,93,0,0,1000.4,15,1.52
2020-01-16T07:00,14.6,93,0,0,1000.5,5,1.3
2020-01-16T08:00,15.7,90,0,0,1001.2,6,1.55
2020-01-16T09:00,18,80,0,0,1001.6,1,0.85
2020-01-16T10:00,21.6,63,0,0,1002.3,4,0.73
2020-01-16T11:00,22.9,58,0,0,1001.5,10,1.25
2020-01-16T12:00,22.8,59,0,2,1000.8,53,2.16
2020-01-16T13:00,21.4,61,0,3,999.6,92,2.84
2020-01-16T14:00,20.5,61,0,3,999,89,3.96
2020-01-16T15:00,20.3,60,0,2,999.3,74,4.61
2020-01-16T16:00,18,64,0,2,999.8,77,4.85
2020-01-16T17:00,17,65,0,3,1000.6,90,4.61
2020-01-16T18:00,14.9,67,0,3,1000.6,92,3.47
2020-01-16T19:00,14.3,67,0,3,1001.3,90,3.7
2020-01-16T20:00,13.7,70,0,3,1002.3,91,3.73
2020-01-16T21:00,13.6,72,0,3,1002.7,100,3.64
2020-01-16T22:00,13.2,76,0,3,1003.1,90,3.58
2020-01-16T23:00,13.2,77,0,2,1003.1,78,3.64
2020-01-17T00:00,13.3,76,0,3,1003.2,100,3.67
2020-01-17T01:00,12.8,72,0,3,1003.5,100,3.79
2020-01-17T02:00,12.6,71,0,3,1003.6,100,3.98
2020-01-17T03:00,12.4,70,0,3,1003.9,99,4.02
2020-01-17T04:00,11.6,70,0,3,1003.7,97,4.18
2020-01-17T05:00,11.5,70,0,3,1003.9,98,4.3
2020-01-17T06:00,11.1,66,0,3,1004.3,90,3.86
2020-01-17T07:00,11,67,0,2,1004.5,73,4.07
2020-01-17T08:00,11,67,0,3,1005.7,86,4.12
2020-01-17T09:00,11.5,66,0,3,1006.3,86,4.11
2020-01-17T10:00,13.1,59,0,1,1006.6,38,4.05
2020-01-17T11:00,13.3,59,0,1,1005.7,35,3.9
2020-01-17T12:00,13.3,59,0,1,1004.8,32,3.83
2020-01-17T13:00,14.5,56,0,1,1003.5,36,3.76
2020-01-17T14:00,15.1,54,0,2,1002.6,59,3.67
2020-01-17T15:00,15.8,53,0,1,1001.8,32,3.48
2020-01-17T16:00,15.9,54,0,1,1001.8,22,3.38
2020-01-17T17:00,15.6,54,0,1,1002.2,39,3.48
2020-01-17T18:00,14,58,0,1,1002.6,46,2.52
2020-01-17T19:00,13.7,57,0,2,1003,71,3.18
2020-01-17T20:00,13.2,57,0,3,1003.8,91,3.45
2020-01-17T21:00,12.9,58,0,3,1004.2,100,3.29
2020-01-17T22:00,12.3,60,0,3,1004.6,100,3.36
2020-01-17T23:00,12.1,60,0,3,1004.5,100,3.49
2020-01-18T00:00,11.8,61,0,3,1004.4,100,3.4
2020-01-18T01:00,11.5,62,0,3,1004.5,95,3.22
2020-01-18T02:00,11.1,63,0,3,1004.1,100,3.23
2020-01-18T03:00,10.8,64,0,3,1004,100,3.23
2020-01-18T04:00,10.6,63,0,3,1004,100,2.95
2020-01-18T05:00,10.7,64,0,3,1003.6,100,2.69
2020-01-18T06:00,10.4,63,0,3,1003.5,100,1.91
2020-01-18T07:00,10.7,63,0,3,1004.1,100,1.88
2020-01-18T08:00,10.9,64,0,3,1004.8,100,2.01
2020-01-18T09:00,11.1,64,0,3,1005.3,100,2.11
2020-01-18T10:00,12.9,57,0,3,1005.5,100,2.22
2020-01-18T11:00,14.2,55,0,2,1004.6,78,2.13
2020-01-18T12:00,15.4,53,0,2,1003.6,70,2.11
2020-01-18T13:00,18,49,0,2,1002.4,66,2.02
2020-01-18T14:00,18.3,49,0,2,1001.5,63,1.94
2020-01-18T15:00,18.1,50,0,2,1001.3,66,2.12
2020-01-18T16:00,17.6,53,0,2,1000.8,64,2.21
2020-01-18T17:00,16.9,55,0,1,1001.3,49,2.33
2020-01-18T18:00,14.4,62,0,1,1001.2,35,1.41
2020-01-18T19:00,13.6,63,0,1,1001.7,49,1.55
2020-01-18T20:00,13.2,62,0,2,1002.3,63,1.43
2020-01-18T21:00,13,61,0,2,1002.9,64,1.61
2020-01-18T22:00,13,61,0,2,1003.3,67,1.43
2020-01-18T23:00,13.1,61,0,2,1003.4,77,1.39
2020-01-19T00:00,13.2,61,0,2,1003.9,66,1.33
2020-01-19T01:00,12.9,63,0,2,1004,65,1.36
2020-01-19T02:00,12.9,63,0,2,1003.7,68,1.62
2020-01-19T03:00,13,63,0,2,1003.9,53,2.02
2020-01-19T04:00,12.7,66,0,3,1003.8,80,2.5
2020-01-19T05:00,12.5,67,0.1,51,1004.1,100,2.5
2020-01-19T06:00,11.1,77,0.2,51,1004.1,100,2.1
2020-01-19T07:00,11.1,78,0.2,51,1005.1,100,2.02
2020-01-19T08:00,11.3,78,0.1,51,1006.1,100,2.08
